district,district_id,school,school_id,year,grade_span,ncesid,school_type,county,address,city
Ellsworth Public Schools,1663,Ellsworth High School,172,2022-2023,09-12,230550000270,Public,Hancock,24 Lejok Street,Ellsworth
Ellsworth Public Schools,1663,Ellsworth High School,172,2021-2022,09-12,230550000270,Public,Hancock,24 Lejok Street,Ellsworth
Ellsworth Public Schools,1663,Ellsworth High School,172,2020-2021,09-12,230550000270,Public,Hancock,24 Lejok Street,Ellsworth
Ellsworth Public Schools,1663,Ellsworth High School,172,2019-2020,09-12,230550000270,Public,Hancock,24 Lejok Street,Ellsworth
Ellsworth Public Schools,1663,Ellsworth High School,172,2018-2019,09-12,230550000270,Public,Hancock,24 Lejok Street,Ellsworth
Ellsworth Public Schools,1663,Ellsworth High School,172,2017-2018,09-12,230550000270,Public,Hancock,299 State Street,Ellsworth
Ellsworth Public Schools,1663,Hancock County Technical Center,173,2024-2025,10-12,230550000078,Technology Center,Hancock,112 Boggy Brook Road,Ellsworth
Ellsworth Public Schools,1663,Hancock County Technical Center,173,2023-2024,10-12,230550000078,Technology Center,Hancock,112 Boggy Brook Road,Ellsworth
Ellsworth Public Schools,1663,Hancock County Technical Center,173,2022-2023,10-12,230550000078,Technology Center,Hancock,112 Boggy Brook Road,Ellsworth
Ellsworth Public Schools,1663,Hancock County Technical Center,173,2021-2022,10-12,230550000078,Technology Center,Hancock,112 Boggy Brook Road,Ellsworth
Ellsworth Public Schools,1663,Hancock County Technical Center,173,2020-2021,10-12,230550000078,Technology Center,Hancock,112 Boggy Brook Road,Ellsworth
Ellsworth Public Schools,1663,Hancock County Technical Center,173,2019-2020,10-12,230550000078,Technology Center,Hancock,112 Boggy Brook Road,Ellsworth
Ellsworth Public Schools,1663,Hancock County Technical Center,173,2017-2018,10-12,230550000078,Technology Center,Hancock,112 Boggy Brook Road,Ellsworth
Erskine Academy,1148,Erskine Academy,1149,2024-2025,09-12, ,Private - 60% Publicly Funded,Kennebec,309 Windsor Road,South China
Erskine Academy,1148,Erskine Academy,1149,2023-2024,09-12, ,Private - 60% Publicly Funded,Kennebec,309 Windsor Road,South China
Erskine Academy,1148,Erskine Academy,1149,2022-2023,09-12, ,Private - 60% Publicly Funded,Kennebec,309 Windsor Road,South China
Erskine Academy,1148,Erskine Academy,1149,2021-2022,09-12, ,Private - 60% Publicly Funded,Kennebec,309 Windsor Road,South China
Erskine Academy,1148,Erskine Academy,1149,2020-2021,09-12, ,Private - 60% Publicly Funded,Kennebec,309 Windsor Road,South China
Erskine Academy,1148,Erskine Academy,1149,2019-2020,09-12, ,Private - 60% Publicly Funded,Kennebec,309 Windsor Road,South China
Erskine Academy,1148,Erskine Academy,1149,2018-2019,09-12, ,Private - 60% Publicly Funded,Kennebec,309 Windsor Road,South China
Erskine Academy,1148,Erskine Academy,1149,2017-2018,09-12, ,Private - 60% Publicly Funded,Kennebec,309 Windsor Road,South China
Eustis Public Schools,1627,Stratton Elementary School,899,2024-2025,PK-08,231481801035,Public,Franklin,65 School Street,Stratton
Eustis Public Schools,1627,Stratton Elementary School,899,2023-2024,PK-08,231481801035,Public,Franklin,65 School Street,Stratton
Eustis Public Schools,1627,Stratton Elementary School,899,2022-2023,PK-08,231481801035,Public,Franklin,65 School Street,Stratton
Eustis Public Schools,1627,Stratton Elementary School,899,2021-2022,PK-08,231481801035,Public,Franklin,65 School Street,Stratton
Eustis Public Schools,1627,Stratton Elementary School,899,2020-2021,PK-08,231481801035,Public,Franklin,65 School Street,Stratton
Eustis Public Schools,1627,Stratton Elementary School,899,2019-2020,PK-08,231481801035,Public,Franklin,65 School Street,Stratton
Eustis Public Schools,1627,Stratton Elementary School,899,2018-2019,PR-08,231481801035,Public,Franklin,65 School Street,Stratton
Eustis Public Schools,1627,Stratton Elementary School,899,2017-2018,PR-08,231481801035,Public,Franklin,65 School Street,Stratton
Falmouth Public Schools,174,Falmouth Elementary School,179,2024-2025,PK-05,230567023132,Public,Cumberland,58 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Elementary School,179,2023-2024,PK-05,230567023132,Public,Cumberland,58 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Elementary School,179,2022-2023,KG-05,230567023132,Public,Cumberland,58 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Elementary School,179,2021-2022,KG-05,230567023132,Public,Cumberland,58 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Elementary School,179,2020-2021,KG-05,230567023132,Public,Cumberland,58 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Elementary School,179,2019-2020,KG-05,230567023132,Public,Cumberland,58 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Elementary School,179,2018-2019,KG-05,230567023132,Public,Cumberland,58 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Elementary School,179,2017-2018,KG-05,230567023132,Public,Cumberland,58 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth High School,177,2024-2025,09-12,230567000145,Public,Cumberland,74 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth High School,177,2023-2024,09-12,230567000145,Public,Cumberland,74 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth High School,177,2022-2023,09-12,230567000145,Public,Cumberland,74 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth High School,177,2021-2022,09-12,230567000145,Public,Cumberland,74 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth High School,177,2020-2021,09-12,230567000145,Public,Cumberland,74 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth High School,177,2019-2020,09-12,230567000145,Public,Cumberland,74 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth High School,177,2018-2019,09-12,230567000145,Public,Cumberland,74 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth High School,177,2017-2018,09-12,230567000145,Public,Cumberland,74 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Middle School,178,2024-2025,06-08,230567000914,Public,Cumberland,52 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Middle School,178,2023-2024,06-08,230567000914,Public,Cumberland,52 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Middle School,178,2022-2023,06-08,230567000914,Public,Cumberland,52 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Middle School,178,2021-2022,06-08,230567000914,Public,Cumberland,52 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Middle School,178,2020-2021,06-08,230567000914,Public,Cumberland,52 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Middle School,178,2019-2020,06-08,230567000914,Public,Cumberland,52 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Middle School,178,2018-2019,06-08,230567000914,Public,Cumberland,52 Woodville Road,Falmouth
Falmouth Public Schools,174,Falmouth Middle School,178,2017-2018,06-08,230567000914,Public,Cumberland,52 Woodville Road,Falmouth
Fayette Public Schools,180,Fayette Central School,181,2024-2025,PK-05,230000800455,Public,Kennebec,2023 Main Street,Fayette
Fayette Public Schools,180,Fayette Central School,181,2023-2024,PK-05,230000800455,Public,Kennebec,2023 Main Street,Fayette
Fayette Public Schools,180,Fayette Central School,181,2022-2023,PK-05,230000800455,Public,Kennebec,2023 Main Street,Fayette
Fayette Public Schools,180,Fayette Central School,181,2021-2022,PK-05,230000800455,Public,Kennebec,2023 Main Street,Fayette
Fayette Public Schools,180,Fayette Central School,181,2020-2021,PK-05,230000800455,Public,Kennebec,2023 Main Street,Fayette
Fayette Public Schools,180,Fayette Central School,181,2019-2020,PK-05,230000800455,Public,Kennebec,2023 Main Street,Fayette
Fayette Public Schools,180,Fayette Central School,181,2018-2019,PR-05,230000800455,Public,Kennebec,2023 Main Street,Fayette
Fayette Public Schools,180,Fayette Central School,181,2017-2018,PR-05,230000800455,Public,Kennebec,2023 Main Street,Fayette
Fiddlehead School of Arts and Sciences,1631,Fiddlehead School of Arts & Science,1649,2024-2025,PK-08,231481323140,Charter,Cumberland,25 Shaker Rd,Gray
Fiddlehead School of Arts and Sciences,1631,Fiddlehead School of Arts & Science,1649,2023-2024,PK-08,231481323140,Charter,Cumberland,25 Shaker Rd,Gray
Fiddlehead School of Arts and Sciences,1631,Fiddlehead School of Arts & Science,1649,2022-2023,PK-08,231481323140,Charter,Cumberland,25 Shaker Rd,Gray
Fiddlehead School of Arts and Sciences,1631,Fiddlehead School of Arts & Science,1649,2021-2022,PK-08,231481323140,Charter,Cumberland,25 Shaker Rd,Gray
Fiddlehead School of Arts and Sciences,1631,Fiddlehead School of Arts & Science,1649,2020-2021,PK-07,231481323140,Charter,Cumberland,25 Shaker Rd,Gray
Fiddlehead School of Arts and Sciences,1631,Fiddlehead School of Arts & Science,1649,2019-2020,PK-06,231481323140,Charter,Cumberland,25 Shaker Rd,Gray
Fiddlehead School of Arts and Sciences,1631,Fiddlehead School of Arts & Science,1649,2018-2019,PR-05,231481323140,Charter,Cumberland,25 Shaker Rd,Gray
Fiddlehead School of Arts and Sciences,1631,Fiddlehead School of Arts & Science,1649,2017-2018,PR-05,231481323140,Charter,Cumberland,25 Shaker Rd,Gray
Five Town CSD,1065,Camden Hills Regional H S,1066,2024-2025,09-12,230005300504,Public,Knox,25 Keelson Drive,Rockport
Five Town CSD,1065,Camden Hills Regional H S,1066,2023-2024,09-12,230005300504,Public,Knox,25 Keelson Drive,Rockport
Five Town CSD,1065,Camden Hills Regional H S,1066,2022-2023,09-12,230005300504,Public,Knox,25 Keelson Drive,Rockport
Five Town CSD,1065,Camden Hills Regional H S,1066,2021-2022,09-12,230005300504,Public,Knox,25 Keelson Drive,Rockport
Five Town CSD,1065,Camden Hills Regional H S,1066,2020-2021,09-12,230005300504,Public,Knox,25 Keelson Drive,Rockport
Five Town CSD,1065,Camden Hills Regional H S,1066,2019-2020,09-12,230005300504,Public,Knox,25 Keelson Drive,Rockport
Five Town CSD,1065,Camden Hills Regional H S,1066,2018-2019,09-12,230005300504,Public,Knox,25 Keelson Drive,Rockport
Five Town CSD,1065,Camden Hills Regional H S,1066,2017-2018,09-12,230005300504,Public,Knox,25 Keelson Drive,Rockport
Foxcroft Academy,1154,Foxcroft Academy,1155,2024-2025,09-12, ,Private - 60% Publicly Funded,Piscataquis,975 West Main Street,Dover-Foxcroft
Foxcroft Academy,1154,Foxcroft Academy,1155,2023-2024,09-12, ,Private - 60% Publicly Funded,Piscataquis,975 West Main Street,Dover-Foxcroft
Foxcroft Academy,1154,Foxcroft Academy,1155,2022-2023,09-12, ,Private - 60% Publicly Funded,Piscataquis,975 West Main Street,Dover-Foxcroft
Foxcroft Academy,1154,Foxcroft Academy,1155,2021-2022,09-12, ,Private - 60% Publicly Funded,Piscataquis,975 West Main Street,Dover-Foxcroft
Foxcroft Academy,1154,Foxcroft Academy,1155,2020-2021,09-12, ,Private - 60% Publicly Funded,Piscataquis,975 West Main Street,Dover-Foxcroft
Foxcroft Academy,1154,Foxcroft Academy,1155,2019-2020,09-12, ,Private - 60% Publicly Funded,Piscataquis,975 West Main Street,Dover-Foxcroft
Foxcroft Academy,1154,Foxcroft Academy,1155,2018-2019,09-12, ,Private - 60% Publicly Funded,Piscataquis,975 West Main Street,Dover-Foxcroft
Foxcroft Academy,1154,Foxcroft Academy,1155,2017-2018,09-12, ,Private - 60% Publicly Funded,Piscataquis,975 West Main Street,Dover-Foxcroft
Frenchboro Public Schools,275,Frenchboro Elementary School,276,2024-2025,KG-08,230759000208,Public,Hancock,22 High Road,Frenchboro
Frenchboro Public Schools,275,Frenchboro Elementary School,276,2023-2024,KG-08,230759000208,Public,Hancock,22 High Road,Frenchboro
Frenchboro Public Schools,275,Frenchboro Elementary School,276,2022-2023,KG-08,230759000208,Public,Hancock,22 High Road,Frenchboro
Frenchboro Public Schools,275,Frenchboro Elementary School,276,2021-2022,KG-08,230759000208,Public,Hancock,22 High Road,Frenchboro
Frenchboro Public Schools,275,Frenchboro Elementary School,276,2020-2021,KG-08,230759000208,Public,Hancock,22 High Road,Frenchboro
Frenchboro Public Schools,275,Frenchboro Elementary School,276,2019-2020,KG-08,230759000208,Public,Hancock,22 High Road,Frenchboro
Frenchboro Public Schools,275,Frenchboro Elementary School,276,2018-2019,KG-08,230759000208,Public,Hancock,22 High Road,Frenchboro
Frenchboro Public Schools,275,Frenchboro Elementary School,276,2017-2018,KG-08,230759000208,Public,Hancock,22 High Road,Frenchboro
Fryeburg Academy,1180,Fryeburg Academy,1181,2024-2025,08-12, ,Private - 60% Publicly Funded,Oxford,745 Main Street,Fryeburg
Fryeburg Academy,1180,Fryeburg Academy,1181,2023-2024,09-12, ,Private - 60% Publicly Funded,Oxford,745 Main Street,Fryeburg
Fryeburg Academy,1180,Fryeburg Academy,1181,2022-2023,09-12, ,Private - 60% Publicly Funded,Oxford,745 Main Street,Fryeburg
Fryeburg Academy,1180,Fryeburg Academy,1181,2021-2022,09-12, ,Private - 60% Publicly Funded,Oxford,745 Main Street,Fryeburg
Fryeburg Academy,1180,Fryeburg Academy,1181,2020-2021,09-12, ,Private - 60% Publicly Funded,Oxford,745 Main Street,Fryeburg
Fryeburg Academy,1180,Fryeburg Academy,1181,2019-2020,09-12, ,Private - 60% Publicly Funded,Oxford,745 Main Street,Fryeburg
Fryeburg Academy,1180,Fryeburg Academy,1181,2018-2019,09-12, ,Private - 60% Publicly Funded,Oxford,745 Main Street,Fryeburg
Fryeburg Academy,1180,Fryeburg Academy,1181,2017-2018,09-12, ,Private - 60% Publicly Funded,Oxford,745 Main Street,Fryeburg
George Stevens Academy,1121,George Stevens Academy,1122,2024-2025,09-12, ,Private - 60% Publicly Funded,Hancock,23 Union Street,Blue Hill
George Stevens Academy,1121,George Stevens Academy,1122,2023-2024,09-12, ,Private - 60% Publicly Funded,Hancock,23 Union Street,Blue Hill
George Stevens Academy,1121,George Stevens Academy,1122,2022-2023,09-12, ,Private - 60% Publicly Funded,Hancock,23 Union Street,Blue Hill
George Stevens Academy,1121,George Stevens Academy,1122,2021-2022,09-12, ,Private - 60% Publicly Funded,Hancock,23 Union Street,Blue Hill
George Stevens Academy,1121,George Stevens Academy,1122,2020-2021,09-12, ,Private - 60% Publicly Funded,Hancock,23 Union Street,Blue Hill
George Stevens Academy,1121,George Stevens Academy,1122,2019-2020,09-12, ,Private - 60% Publicly Funded,Hancock,23 Union Street,Blue Hill
George Stevens Academy,1121,George Stevens Academy,1122,2018-2019,09-12, ,Private - 60% Publicly Funded,Hancock,23 Union Street,Blue Hill
George Stevens Academy,1121,George Stevens Academy,1122,2017-2018,09-12, ,Private - 60% Publicly Funded,Hancock,23 Union Street,Blue Hill
Georgetown Public Schools,188,Georgetown Central School,189,2024-2025,PK-06,230597000154,Public,Sagadahoc,52 Bay Point Road,Georgetown
Georgetown Public Schools,188,Georgetown Central School,189,2023-2024,PK-06,230597000154,Public,Sagadahoc,52 Bay Point Road,Georgetown
Georgetown Public Schools,188,Georgetown Central School,189,2022-2023,PK-06,230597000154,Public,Sagadahoc,52 Bay Point Road,Georgetown
Georgetown Public Schools,188,Georgetown Central School,189,2021-2022,PK-06,230597000154,Public,Sagadahoc,52 Bay Point Road,Georgetown
Georgetown Public Schools,188,Georgetown Central School,189,2020-2021,PK-06,230597000154,Public,Sagadahoc,52 Bay Point Road,Georgetown
Georgetown Public Schools,188,Georgetown Central School,189,2019-2020,PK-06,230597000154,Public,Sagadahoc,52 Bay Point Road,Georgetown
Georgetown Public Schools,188,Georgetown Central School,189,2018-2019,PR-06,230597000154,Public,Sagadahoc,51 Emery Drive,Georgetown
Georgetown Public Schools,188,Georgetown Central School,189,2017-2018,PR-06,230597000154,Public,Sagadahoc,52 Bay Point Rd,Georgetown
Glenburn Public Schools,191,Glenburn Elementary School,192,2024-2025,PK-08,230600000155,Public,Penobscot,991 Hudson Road,Glenburn
Glenburn Public Schools,191,Glenburn Elementary School,192,2023-2024,PK-08,230600000155,Public,Penobscot,991 Hudson Road,Glenburn
Glenburn Public Schools,191,Glenburn Elementary School,192,2022-2023,PK-08,230600000155,Public,Penobscot,991 Hudson Road,Glenburn
Glenburn Public Schools,191,Glenburn Elementary School,192,2021-2022,PK-08,230600000155,Public,Penobscot,991 Hudson Road,Glenburn
